,relationship,first_name,second_name,co_bills,co_bills_status,co_bills_total
25159,Mary WashingtonSusan Lee,Mary Washington,Susan Lee,"[1164670, 1164746, 1180331, 1184981, 1188962, 1188644, 1188923, 1188979, 1188939, 1188757, 1188592, 1188680, 1188841, 1205125]","[3, 1, 1, 1, 1, 1, 2, 3, 1, 3, 1, 3, 3, 2]",14
25088,Clarence LamDelores Kelley,Clarence Lam,Delores Kelley,"[1167969, 1167989, 1168051, 1170646, 1173092, 1180367, 1180324, 1182312, 1182274, 1182332, 1185049, 1188696, 1188791, 1191450]","[1, 3, 3, 2, 3, 1, 1, 1, 1, 1, 1, 3, 3, 1]",14
25475,Chris WestMichael Hough,Chris West,Michael Hough,"[1151506, 1153908, 1153911, 1164642, 1164626, 1164638, 1168036, 1167991, 1168056, 1182281, 1182275, 1182310, 1188801, 1208130]","[2, 3, 2, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1]",14
15583,April RoseHaven Shoemaker,April Rose,Haven Shoemaker,"[1172966, 1188561, 1188591, 1196508, 1196784, 1197033, 1197028, 1196931, 1196883, 1196444, 1196947, 1196403, 1196758, 1196570]","[2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1]",14
9425,Matt MorganNicholaus Kipke,Matt Morgan,Nicholaus Kipke,"[1185013, 1188965, 1188958, 1188749, 1191486, 1191481, 1191527, 1196220, 1196347, 1196323, 1196660, 1196647, 1196512]","[1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 1]",13
5456,Lorig CharkoudianVaughn Stewart,Lorig Charkoudian,Vaughn Stewart,"[1157069, 1157076, 1157082, 1170244, 1188698, 1188881, 1188641, 1188763, 1194186, 1196285, 1196209, 1196895, 1196818]","[3, 3, 3, 1, 1, 2, 3, 1, 1, 3, 1, 1, 2]",13
24977,Clarence LamGuy Guzzone,Clarence Lam,Guy Guzzone,"[1180386, 1180404, 1182284, 1188877, 1188994, 1188791, 1188751, 1188799, 1188862, 1188743, 1188726, 1188709, 1237271]","[2, 1, 1, 1, 2, 3, 1, 1, 1, 3, 1, 3, 1]",13
24608,James RosapepeRonald Young,James Rosapepe,Ronald Young,"[1135063, 1135026, 1168046, 1167965, 1167987, 1173081, 1180319, 1180337, 1186537, 1186549, 1186548, 1188577, 1188878]","[1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1]",13
13954,April RoseJason Buckel,April Rose,Jason Buckel,"[1180314, 1194053, 1196279, 1196552, 1196176, 1196508, 1196784, 1197033, 1196931, 1196883, 1196619, 1196947, 1196758]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",13
24309,Adelaide EckardtStephen Hershey,Adelaide Eckardt,Stephen Hershey,"[1182273, 1182300, 1188992, 1188808, 1188716, 1188977, 1188614, 1188804, 1214287, 1227326, 1227259, 1229670, 1229663]","[3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1]",13
24959,Brian FeldmanSusan Lee,Brian Feldman,Susan Lee,"[1164614, 1164670, 1164690, 1168001, 1173144, 1182337, 1188672, 1188962, 1188824, 1188706, 1188567, 1188680, 1191529]","[1, 3, 3, 1, 2, 4, 3, 1, 1, 2, 3, 3, 3]",13
15880,Gabriel AceveroJulian Ivey,Gabriel Acevero,Julian Ivey,"[1191512, 1191504, 1196878, 1196939, 1196669, 1196687, 1196966, 1196384, 1196851, 1196705, 1196612, 1232541, 1196609]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",13
13946,Jason BuckelKevin Hornberger,Jason Buckel,Kevin Hornberger,"[1180347, 1180314, 1180312, 1180393, 1184965, 1194053, 1196279, 1196552, 1196176, 1196402, 1196450, 1196980, 1196429]","[1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 3, 1]",13
8139,David MoonShelly Hettleman,David Moon,Shelly Hettleman,"[1157077, 1157084, 1157081, 1157070, 1157087, 1162837, 1177640, 1191496, 1196671, 1196597, 1196579, 1196732, 1196442]","[1, 3, 3, 1, 1, 3, 1, 1, 1, 1, 1, 3, 3]",13
8140,David MoonMarc Korman,David Moon,Marc Korman,"[1153917, 1157077, 1157086, 1157084, 1157081, 1157070, 1157087, 1163000, 1173025, 1177640, 1191496, 1196579, 1196510]","[1, 1, 1, 3, 3, 1, 1, 1, 2, 1, 1, 1, 1]",13
17630,Gabriel AceveroJheanelle Wilkins,Gabriel Acevero,Jheanelle Wilkins,"[1157071, 1173066, 1177487, 1177505, 1188846, 1188613, 1196939, 1196669, 1196687, 1196851, 1196612, 1196730, 1196609]","[3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1]",13
13382,Michael BuschNino Mangione,Michael Busch,Nino Mangione,"[1167661, 1167619, 1167488, 1167446, 1170390, 1170270, 1170178, 1170404, 1170324, 1170465, 1170151, 1194036, 1194034]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",13
25568,Chris WestDelores Kelley,Chris West,Delores Kelley,"[1157088, 1170646, 1180324, 1182312, 1182274, 1182332, 1184926, 1186590, 1188696, 1188874, 1188669, 1188931, 1191450]","[1, 2, 1, 1, 1, 1, 1, 3, 3, 3, 3, 1, 1]",13
24969,Benjamin KramerBrian Feldman,Benjamin Kramer,Brian Feldman,"[1164614, 1172921, 1175007, 1175002, 1182337, 1184928, 1186606, 1188672, 1188766, 1188868, 1188621, 1188567, 1191529]","[1, 2, 3, 1, 4, 1, 1, 3, 3, 3, 3, 3, 3]",13
25748,Delores KelleySusan Lee,Delores Kelley,Susan Lee,"[1157088, 1164670, 1164690, 1167969, 1167989, 1170646, 1180324, 1182274, 1182332, 1188696, 1188939, 1188669, 1188931]","[1, 3, 3, 1, 3, 2, 1, 1, 1, 3, 1, 3, 1]",13
25745,Paul PinskySusan Lee,Paul Pinsky,Susan Lee,"[1164670, 1164690, 1182297, 1182295, 1186528, 1186609, 1186544, 1188999, 1188939, 1188589, 1188788, 1194189, 1173010]","[3, 3, 1, 1, 3, 3, 3, 3, 1, 3, 2, 1, 1]",13
25652,Sarah ElfrethSusan Lee,Sarah Elfreth,Susan Lee,"[1164670, 1164690, 1164746, 1168001, 1182286, 1182262, 1188644, 1188979, 1188629, 1188939, 1188937, 1188706, 1188680]","[3, 3, 1, 1, 3, 1, 1, 3, 3, 1, 3, 2, 3]",13
25678,Delores KelleyPamela Beidle,Delores Kelley,Pamela Beidle,"[1167969, 1167989, 1170646, 1182312, 1185041, 1185049, 1186570, 1186574, 1188696, 1188669, 1188931, 1203177]","[1, 3, 2, 1, 1, 1, 1, 3, 3, 3, 1, 2]",12
9110,Geraldine ValentinoSmithJoseline PenaMelnyk,Geraldine ValentinoSmith,Joseline PenaMelnyk,"[1167990, 1170256, 1177690, 1177530, 1188916, 1191526, 1191467, 1196239, 1196273, 1196658, 1196684, 1196521]","[3, 2, 3, 1, 3, 3, 3, 1, 3, 3, 2, 1]",12
13392,Lauren ArikanMichael Busch,Lauren Arikan,Michael Busch,"[1167661, 1167619, 1167402, 1167640, 1167488, 1167446, 1167575, 1170390, 1170270, 1170178, 1170465, 1170151]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",12
12687,Seth HowardSid Saab,Seth Howard,Sid Saab,"[1180344, 1196476, 1196802, 1196921, 1196893, 1196745, 1196627, 1196707, 1196912, 1196747, 1196988, 1229676]","[1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1]",12
25719,Benjamin KramerWilliam Smith,Benjamin Kramer,William Smith,"[1168029, 1173044, 1173111, 1180389, 1180322, 1180329, 1184928, 1184994, 1186606, 1188626, 1188602, 1198196]","[3, 3, 3, 1, 3, 1, 1, 1, 1, 3, 1, 1]",12
24845,Brian FeldmanRonald Young,Brian Feldman,Ronald Young,"[1135005, 1135026, 1164614, 1164714, 1167987, 1173081, 1175002, 1180337, 1182337, 1188672, 1188945, 1191529]","[1, 1, 1, 3, 2, 3, 1, 1, 4, 3, 3, 3]",12
24955,Brian FeldmanPamela Beidle,Brian Feldman,Pamela Beidle,"[1175007, 1175002, 1182337, 1185041, 1188672, 1188630, 1188646, 1188908, 1188955, 1188567, 1191529, 1212824]","[3, 1, 4, 1, 3, 1, 3, 1, 3, 3, 3, 3]",12
8133,David MoonEric Luedtke,David Moon,Eric Luedtke,"[1157086, 1157084, 1157081, 1157087, 1161304, 1162837, 1163000, 1173040, 1191496, 1191443, 1194042, 1196579]","[1, 3, 3, 1, 3, 3, 1, 3, 1, 1, 1, 1]",12
25157,Mary WashingtonWilliam Smith,Mary Washington,William Smith,"[1168029, 1180389, 1180329, 1184994, 1184933, 1188708, 1188697, 1188821, 1188842, 1188841, 1198196, 1205125]","[3, 1, 1, 1, 1, 3, 3, 1, 1, 3, 1, 2]",12
24640,James RosapepePaul Pinsky,James Rosapepe,Paul Pinsky,"[1167986, 1182295, 1184934, 1186528, 1186609, 1186555, 1186544, 1186537, 1188589, 1188788, 1194189, 1173010]","[1, 1, 1, 3, 3, 1, 3, 1, 3, 2, 1, 1]",12
24800,Brian FeldmanJoanne Benson,Brian Feldman,Joanne Benson,"[1164614, 1175007, 1175002, 1180318, 1182337, 1185020, 1185001, 1185023, 1188672, 1188630, 1191529, 1203188]","[1, 3, 1, 3, 4, 3, 1, 3, 3, 1, 3, 3]",12
24878,Delores KelleyRonald Young,Delores Kelley,Ronald Young,"[1167965, 1167969, 1167989, 1168051, 1170646, 1180337, 1180324, 1182312, 1182274, 1182332, 1185049, 1188696]","[1, 1, 3, 3, 2, 1, 1, 1, 1, 1, 1, 3]",12
15439,April RoseTeresa Reilly,April Rose,Teresa Reilly,"[1177598, 1177637, 1196467, 1196508, 1196784, 1197033, 1197028, 1196931, 1196883, 1196619, 1196947, 1196758]","[1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2]",12
18633,Alonzo WashingtonJheanelle Wilkins,Alonzo Washington,Jheanelle Wilkins,"[1157083, 1162894, 1170429, 1173066, 1177575, 1188595, 1188846, 1188613, 1194196, 1196925, 1196774, 1196730]","[3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2]",12
8180,David MoonJheanelle Wilkins,David Moon,Jheanelle Wilkins,"[1157077, 1157084, 1157081, 1157083, 1157080, 1161304, 1177487, 1177640, 1188846, 1188613, 1196579, 1196730]","[1, 3, 3, 3, 1, 3, 1, 1, 1, 1, 1, 2]",12
24970,Brian FeldmanKatherine Klausmeier,Brian Feldman,Katherine Klausmeier,"[1164726, 1168027, 1175007, 1175002, 1180294, 1182337, 1184925, 1188630, 1188560, 1188754, 1191529, 1203188]","[3, 1, 3, 1, 3, 4, 3, 1, 1, 3, 3, 3]",12
25579,Antonio HayesWilliam Ferguson,Antonio Hayes,William Ferguson,"[1173055, 1173118, 1173047, 1173029, 1180403, 1182351, 1186534, 1188607, 1188998, 1202985, 1208218, 1208177]","[3, 1, 1, 1, 3, 3, 1, 3, 3, 3, 3, 1]",12
5661,Melissa WellsNick Mosby,Melissa Wells,Nick Mosby,"[1167533, 1184941, 1188980, 1194057, 1196195, 1196401, 1196948, 1196561, 1196588, 1196765, 1196632, 1196662]","[3, 3, 1, 1, 1, 3, 2, 1, 2, 3, 1, 1]",12
8367,Emily ShettyJheanelle Wilkins,Emily Shetty,Jheanelle Wilkins,"[1157071, 1170376, 1177697, 1177505, 1188645, 1188846, 1188613, 1191509, 1196336, 1196661, 1196532, 1196730]","[3, 1, 1, 1, 3, 1, 1, 3, 1, 3, 3, 2]",12
9046,Joseline PenaMelnykKaren Young,Joseline PenaMelnyk,Karen Young,"[1163037, 1162757, 1162921, 1172925, 1182313, 1182269, 1185047, 1191518, 1194085, 1196273, 1196658, 1196684]","[1, 1, 3, 3, 1, 1, 3, 1, 1, 3, 3, 2]",12
24957,Brian FeldmanWilliam Smith,Brian Feldman,William Smith,"[1180389, 1180329, 1182337, 1184994, 1188672, 1188626, 1188945, 1188567, 1188602, 1188842, 1191529, 1198196]","[1, 1, 4, 1, 3, 3, 3, 3, 1, 1, 3, 1]",12
18870,Alonzo WashingtonWanika Fisher,Alonzo Washington,Wanika Fisher,"[1162894, 1170429, 1177575, 1180358, 1188595, 1196163, 1196260, 1196237, 1196754, 1196925, 1196455, 1196451]","[3, 2, 1, 1, 1, 3, 2, 2, 1, 1, 1, 3]",12
11029,April RoseSusan Krebs,April Rose,Susan Krebs,"[1173007, 1180391, 1196508, 1196784, 1197033, 1196931, 1196883, 1196619, 1196947, 1196403, 1196758, 1196570]","[1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",12
9774,Ariana KellyKaren Young,Ariana Kelly,Karen Young,"[1163050, 1162960, 1163037, 1162921, 1170311, 1177602, 1177654, 1182329, 1185047, 1191503, 1191518, 1196829]","[3, 3, 1, 3, 1, 3, 1, 3, 3, 3, 1, 3]",12
1005,Eric EbersoleJheanelle Wilkins,Eric Ebersole,Jheanelle Wilkins,"[1157083, 1157085, 1167598, 1173066, 1177516, 1182335, 1188805, 1188645, 1188846, 1188613, 1196253, 1196730]","[3, 3, 2, 2, 3, 1, 1, 3, 1, 1, 1, 2]",12
25232,Shirley NathanPulliamSusan Lee,Shirley NathanPulliam,Susan Lee,"[1162376, 1164670, 1164690, 1168001, 1182336, 1184951, 1186567, 1188962, 1188644, 1188939, 1188592, 1188680]","[3, 3, 3, 1, 3, 3, 3, 1, 1, 1, 1, 3]",12
8113,David MoonEmily Shetty,David Moon,Emily Shetty,"[1162837, 1163000, 1170376, 1177697, 1177640, 1191496, 1191509, 1196579, 1196996, 1196723, 1196532]","[3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3]",11
5449,Gabriel AceveroVaughn Stewart,Gabriel Acevero,Vaughn Stewart,"[1170244, 1188881, 1194186, 1196939, 1196669, 1197011, 1196687, 1196851, 1196895, 1196612, 1196609]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1]",11
9052,Ariana KellyJoseline PenaMelnyk,Ariana Kelly,Joseline PenaMelnyk,"[1162960, 1162757, 1167990, 1172925, 1177602, 1177654, 1191503, 1196273, 1196829, 1196658, 1196684]","[3, 1, 3, 3, 3, 1, 3, 3, 3, 3, 2]",11
25828,Delores KelleyKatherine Klausmeier,Delores Kelley,Katherine Klausmeier,"[1164766, 1164726, 1168027, 1170646, 1185049, 1186570, 1186574, 1188696, 1188969, 1188874, 1188660]","[1, 3, 1, 2, 1, 1, 3, 3, 3, 3, 2]",11
8697,Erek BarronShelly Hettleman,Erek Barron,Shelly Hettleman,"[1135300, 1184988, 1188585, 1194049, 1194119, 1196720, 1196629, 1196597, 1196388, 1196732, 1196442]","[3, 3, 3, 1, 1, 3, 3, 1, 1, 3, 3]",11
15891,Julian IveyNick Mosby,Julian Ivey,Nick Mosby,"[1184941, 1185042, 1188605, 1191482, 1196992, 1196471, 1196561, 1196765, 1196878, 1196966, 1232541]","[3, 3, 1, 1, 2, 3, 1, 3, 1, 1, 1]",11
24585,Craig ZuckerWilliam Smith,Craig Zucker,William Smith,"[1168029, 1180389, 1180298, 1184994, 1188953, 1188755, 1188708, 1188635, 1188949, 1188842, 1198196]","[3, 1, 3, 1, 3, 1, 3, 3, 1, 1, 1]",11
25620,Antonio HayesKatherine Klausmeier,Antonio Hayes,Katherine Klausmeier,"[1164726, 1168027, 1180366, 1182354, 1186560, 1188754, 1188767, 1188724, 1188652, 1188884, 1208074]","[3, 1, 1, 3, 3, 3, 2, 3, 1, 3, 1]",11
25152,Antonio HayesMary Washington,Antonio Hayes,Mary Washington,"[1151499, 1173055, 1173118, 1180403, 1184981, 1186560, 1186534, 1188884, 1188841, 1208218, 1208177]","[3, 3, 1, 3, 1, 3, 1, 3, 3, 3, 1]",11
24870,Ronald YoungWilliam Smith,Ronald Young,William Smith,"[1164714, 1168046, 1168029, 1172947, 1173148, 1180389, 1180337, 1184994, 1184933, 1188842, 1198196]","[3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1]",11
4983,Neil ParrottSusan McComas,Neil Parrott,Susan McComas,"[1196172, 1196463, 1196715, 1196424, 1197010, 1196663, 1196680, 1196866, 1196782, 1196645, 1196398]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",11
24872,Ronald YoungSusan Lee,Ronald Young,Susan Lee,"[1164714, 1164746, 1167987, 1172947, 1173081, 1173148, 1175010, 1188644, 1188824, 1188592, 1188680]","[3, 1, 2, 1, 3, 1, 1, 1, 1, 1, 3]",11
7545,David MoonJazz Lewis,David Moon,Jazz Lewis,"[1161330, 1161304, 1162744, 1163024, 1173033, 1196930, 1196579, 1196985, 1196502, 1196539, 1209481]","[1, 3, 3, 1, 3, 1, 1, 3, 2, 1, 1]",11
9770,Bonnie CullisonKaren Young,Bonnie Cullison,Karen Young,"[1147681, 1162921, 1170311, 1177519, 1185047, 1188869, 1188882, 1191518, 1196638, 1196673, 1196991]","[3, 3, 1, 1, 3, 1, 2, 1, 3, 1, 1]",11
24824,Joanne BensonObie Patterson,Joanne Benson,Obie Patterson,"[1180381, 1184986, 1185009, 1188612, 1188545, 1188675, 1188828, 1188551, 1221932, 1221887, 1221900]","[4, 3, 1, 1, 2, 1, 1, 2, 3, 1, 1]",11
25715,Delores KelleyWilliam Smith,Delores Kelley,William Smith,"[1157088, 1167969, 1167989, 1170646, 1180389, 1180324, 1184994, 1188626, 1188842, 1191450, 1198196]","[1, 1, 3, 2, 1, 1, 1, 3, 1, 1, 1]",11
24560,Brian FeldmanCraig Zucker,Brian Feldman,Craig Zucker,"[1175007, 1175002, 1180294, 1180334, 1182337, 1188672, 1188755, 1188635, 1188712, 1188567, 1191529]","[3, 1, 3, 3, 4, 3, 1, 3, 3, 3, 3]",11
4442,Geraldine ValentinoSmithMary Lehman,Geraldine ValentinoSmith,Mary Lehman,"[1170256, 1177473, 1177530, 1180338, 1188578, 1191526, 1191467, 1196239, 1196521, 1196856, 1196890]","[2, 1, 1, 1, 3, 3, 3, 1, 1, 3, 1]",11
24561,Craig ZuckerGuy Guzzone,Craig Zucker,Guy Guzzone,"[1173085, 1185018, 1184983, 1186578, 1188953, 1188711, 1188743, 1188726, 1188635, 1188860, 1188712]","[3, 1, 3, 2, 3, 3, 3, 1, 3, 3, 3]",11
13159,Michael BuschRobin Grammer,Michael Busch,Robin Grammer,"[1147697, 1147689, 1147682, 1167661, 1167446, 1170390, 1170270, 1170404, 1170465, 1170151, 1194034]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",11
25584,William FergusonWilliam Smith,William Ferguson,William Smith,"[1168029, 1173047, 1173029, 1180389, 1180322, 1180329, 1180398, 1184994, 1188626, 1188842, 1198196]","[3, 1, 1, 1, 3, 1, 3, 1, 3, 1, 1]",11
8681,Bonnie CullisonErek Barron,Bonnie Cullison,Erek Barron,"[1135300, 1147681, 1168058, 1180305, 1182330, 1188810, 1194116, 1196855, 1196638, 1196673, 1196991]","[3, 3, 3, 1, 3, 3, 3, 2, 3, 1, 1]",11
25007,Delores KelleyGuy Guzzone,Delores Kelley,Guy Guzzone,"[1168051, 1170646, 1180324, 1182312, 1182274, 1182332, 1188696, 1188969, 1188669, 1188931, 1188711]","[3, 2, 1, 1, 1, 1, 3, 3, 3, 1, 3]",11
6016,Brooke LiermanShelly Hettleman,Brooke Lierman,Shelly Hettleman,"[1161285, 1184988, 1188620, 1188574, 1191485, 1196535, 1196629, 1196732, 1196383, 1196636, 1196442]","[3, 3, 3, 1, 3, 3, 3, 3, 3, 2, 3]",11
12838,Marc KormanShelly Hettleman,Marc Korman,Shelly Hettleman,"[1153917, 1167974, 1173025, 1173062, 1184988, 1184967, 1196607, 1196629, 1196597, 1196732, 1196442]","[1, 3, 2, 3, 3, 3, 3, 3, 1, 3, 3]",11
13378,Mark FisherMichael Busch,Mark Fisher,Michael Busch,"[1167661, 1167619, 1167640, 1167381, 1167488, 1167446, 1170390, 1170178, 1170404, 1170465, 1194036]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",11
16850,Keith HaynesNick Mosby,Keith Haynes,Nick Mosby,"[1167533, 1184941, 1196159, 1196356, 1196711, 1196992, 1196401, 1196471, 1196561, 1196588, 1196632]","[3, 3, 1, 1, 2, 2, 3, 3, 1, 2, 1]",11
9231,Robbyn LewisTerri Hill,Robbyn Lewis,Terri Hill,"[1163063, 1170283, 1177491, 1177612, 1177558, 1180380, 1182341, 1196578, 1196813, 1196566, 1196604]","[2, 3, 1, 1, 2, 3, 3, 2, 1, 3, 1]",11
1037,Eric EbersolePat Young,Eric Ebersole,Pat Young,"[1167598, 1177579, 1177494, 1180401, 1188805, 1196868, 1196481, 1196551, 1196781, 1197023, 1196950]","[2, 1, 1, 3, 1, 2, 1, 3, 1, 1, 1]",11
24952,Antonio HayesBrian Feldman,Antonio Hayes,Brian Feldman,"[1164614, 1175007, 1175002, 1182337, 1182354, 1186560, 1186534, 1188884, 1188567, 1191529, 1203188]","[1, 3, 1, 4, 3, 3, 1, 3, 3, 3, 3]",11
25385,Bob CassillyMichael Hough,Bob Cassilly,Michael Hough,"[1153908, 1153911, 1153907, 1164642, 1164626, 1164638, 1167991, 1168056, 1174953, 1188801, 1208130]","[3, 2, 1, 1, 2, 1, 3, 1, 2, 1, 1]",11
25001,Guy GuzzoneSusan Lee,Guy Guzzone,Susan Lee,"[1164746, 1188799, 1188862, 1188986, 1188962, 1188644, 1188824, 1188711, 1188743, 1188706, 1188680]","[1, 1, 1, 1, 1, 1, 1, 3, 3, 2, 3]",11
25484,Michael HoughSusan Lee,Michael Hough,Susan Lee,"[1164690, 1164626, 1173144, 1188817, 1188741, 1188801, 1188962, 1188923, 1188979, 1188629, 1188757]","[3, 2, 2, 1, 1, 1, 1, 2, 3, 3, 3]",11
16028,Jheanelle WilkinsJulie Palakovich Carr,Jheanelle Wilkins,Julie Palakovich Carr,"[1157083, 1173066, 1177533, 1177505, 1177647, 1188896, 1188846, 1188613, 1196719, 1196419, 1196730]","[3, 2, 2, 1, 1, 1, 1, 1, 3, 1, 2]",11
24933,Brian FeldmanGuy Guzzone,Brian Feldman,Guy Guzzone,"[1175007, 1175002, 1182337, 1185018, 1188672, 1188799, 1188778, 1188711, 1188743, 1188567, 1191529]","[3, 1, 4, 1, 3, 1, 3, 3, 3, 3, 3]",11
25713,Arthur EllisWilliam Smith,Arthur Ellis,William Smith,"[1168029, 1180389, 1180322, 1180329, 1184994, 1184933, 1188597, 1188626, 1188554, 1198196]","[3, 1, 3, 1, 1, 1, 3, 3, 1, 1]",10
9416,Nicholaus KipkeSusan Krebs,Nicholaus Kipke,Susan Krebs,"[1173007, 1180391, 1185013, 1188892, 1188965, 1188958, 1188749, 1191492, 1196220, 1196347]","[1, 3, 1, 3, 1, 1, 1, 4, 3, 3]",10
949,Eric EbersoleTerri Hill,Eric Ebersole,Terri Hill,"[1163063, 1170283, 1177491, 1177612, 1177494, 1182341, 1182335, 1196813, 1196566, 1196604]","[2, 3, 1, 1, 1, 3, 1, 1, 3, 1]",10
25697,Delores KelleyObie Patterson,Delores Kelley,Obie Patterson,"[1157088, 1167969, 1167989, 1170646, 1180324, 1182274, 1182332, 1185049, 1188696, 1191450]","[1, 1, 3, 2, 1, 1, 1, 1, 3, 1]",10
24838,Joanne BensonKatherine Klausmeier,Joanne Benson,Katherine Klausmeier,"[1164726, 1168027, 1180381, 1180318, 1185020, 1185023, 1184973, 1188754, 1188767, 1188724]","[3, 1, 4, 3, 3, 3, 1, 3, 2, 3]",10
24999,Guy GuzzoneWilliam Smith,Guy Guzzone,William Smith,"[1168029, 1177765, 1180389, 1180298, 1185018, 1184994, 1188799, 1188708, 1188842, 1198196]","[3, 3, 1, 3, 1, 1, 1, 3, 1, 1]",10
25683,Katherine KlausmeierPamela Beidle,Katherine Klausmeier,Pamela Beidle,"[1164726, 1168027, 1180366, 1185041, 1184925, 1188754, 1188767, 1188908, 1188955, 1203014]","[3, 1, 1, 1, 3, 3, 2, 1, 3, 3]",10
24472,Johnny SallingMichael Hough,Johnny Salling,Michael Hough,"[1153908, 1153911, 1153907, 1164626, 1164638, 1168056, 1182264, 1188801, 1208130, 1215367]","[3, 2, 1, 2, 1, 1, 1, 1, 1, 1]",10
25353,Mary CarozzaStephen Hershey,Mary Carozza,Stephen Hershey,"[1182273, 1182300, 1184938, 1188716, 1188890, 1188614, 1210884, 1210761, 1229670, 1229663]","[3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",10
4575,David MoonSara Love,David Moon,Sara Love,"[1157084, 1162974, 1163024, 1182349, 1191496, 1191532, 1191459, 1196269, 1196671, 1196579]","[3, 1, 1, 3, 1, 3, 1, 1, 1, 1]",10
8679,Erek BarronKaren Young,Erek Barron,Karen Young,"[1135300, 1162921, 1168058, 1180372, 1180305, 1182330, 1188810, 1191518, 1196855, 1196388]","[3, 3, 3, 1, 1, 3, 3, 1, 2, 1]",10
7613,Jazz LewisJheanelle Wilkins,Jazz Lewis,Jheanelle Wilkins,"[1157071, 1161330, 1173159, 1177487, 1177505, 1188846, 1188613, 1196985, 1196502, 1196730]","[3, 1, 3, 1, 1, 1, 1, 3, 2, 2]",10
25562,Chris WestSusan Lee,Chris West,Susan Lee,"[1164746, 1173144, 1188962, 1188923, 1188979, 1188629, 1188939, 1188757, 1188943, 1188680]","[1, 2, 1, 2, 3, 3, 1, 3, 3, 3]",10
25165,Delores KelleyMary Washington,Delores Kelley,Mary Washington,"[1157088, 1167969, 1167989, 1168051, 1170646, 1180331, 1180324, 1184981, 1188696, 1191450]","[1, 1, 3, 3, 2, 1, 1, 1, 3, 1]",10
10129,Ariana KellyBonnie Cullison,Ariana Kelly,Bonnie Cullison,"[1147681, 1162960, 1177519, 1177654, 1188882, 1191503, 1194116, 1196829, 1196638, 1196991]","[3, 3, 1, 1, 2, 3, 3, 3, 3, 1]",10
24939,Brian FeldmanShirley NathanPulliam,Brian Feldman,Shirley NathanPulliam,"[1162376, 1170650, 1170636, 1175017, 1182337, 1184951, 1186567, 1188672, 1188600, 1191529]","[3, 1, 1, 1, 4, 3, 3, 3, 3, 3]",10
25581,Sarah ElfrethWilliam Ferguson,Sarah Elfreth,William Ferguson,"[1173047, 1173029, 1180398, 1182286, 1182262, 1182351, 1188684, 1188701, 1188671, 1188937]","[1, 1, 3, 3, 1, 3, 3, 3, 1, 3]",10
7239,Dan CoxJoseph Boteler,Dan Cox,Joseph Boteler,"[1188876, 1188610, 1197000, 1196945, 1196623, 1196369, 1196387, 1196953, 1196750, 1196587]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",10
3987,Jay JacobsSteven Arentz,Jay Jacobs,Steven Arentz,"[1177526, 1177605, 1177700, 1196785, 1196464, 1196800, 1196630, 1196798, 1205554, 1196420]","[3, 1, 3, 1, 2, 2, 1, 3, 1, 1]",10
25589,Paul PinskyWilliam Ferguson,Paul Pinsky,William Ferguson,"[1172988, 1173047, 1173029, 1182289, 1182271, 1186528, 1186609, 1186544, 1188788, 1173010]","[3, 1, 1, 3, 3, 3, 3, 3, 2, 1]",10
24643,Delores KelleyJames Rosapepe,Delores Kelley,James Rosapepe,"[1157088, 1167969, 1167989, 1168051, 1170646, 1182312, 1182274, 1182332, 1185049, 1188696]","[1, 1, 3, 3, 2, 1, 1, 1, 1, 3]",10
4355,Mary LehmanVaughn Stewart,Mary Lehman,Vaughn Stewart,"[1170244, 1180338, 1188881, 1188763, 1194186, 1197001, 1197011, 1196528, 1196856, 1196895]","[1, 1, 2, 1, 1, 2, 1, 1, 3, 1]",10
24896,Jill CarterShirley NathanPulliam,Jill Carter,Shirley NathanPulliam,"[1162376, 1170650, 1170636, 1182336, 1185025, 1184951, 1186563, 1188887, 1188576, 1188966]","[3, 1, 1, 3, 3, 3, 1, 1, 1, 1]",10
